Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A754272,,7/18/2017 12:03,7/18/2017 12:03,43 Rainey   2803 in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown
A754275,,7/18/2017 12:11,7/18/2017 12:11,500 W Canyon Ridge Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Maltese Mix,White
A741784,Chase,7/18/2017 12:47,7/18/2017 12:47,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White
A754281,*Marcos,7/18/2017 12:52,7/18/2017 12:52,20412 Ed Acklin in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Pointer Mix,Black/White
A754282,,7/18/2017 13:12,7/18/2017 13:12,8119 South Farm To Market 973 in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A754283,,7/18/2017 13:24,7/18/2017 13:24,1024 Airport Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,American Staffordshire Terrier/Labrador Retriever,Brown
A700549,Mishka,7/18/2017 13:44,7/18/2017 13:44,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever,Black/White
A754284,Duke,7/18/2017 13:56,7/18/2017 13:56,2109 Granberry in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Akita,Chocolate
A754286,,7/18/2017 14:17,7/18/2017 14:17,10610 Creek View Dr in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White
A754287,,7/18/2017 14:25,7/18/2017 14:25,2204 Curtis Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A754289,Honey,7/18/2017 14:46,7/18/2017 14:46,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Dachshund/Chihuahua Shorthair,Brown/White
A754288,Patches,7/18/2017 14:46,7/18/2017 14:46,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Harrier Mix,Chocolate/White
A754290,*Desiree,7/18/2017 14:50,7/18/2017 14:50,9230 E 290 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A754294,Ginger,7/18/2017 15:07,7/18/2017 15:07,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Cream Tabby/White
A754293,Queenie,7/18/2017 15:07,7/18/2017 15:07,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A754292,Goldie,7/18/2017 15:07,7/18/2017 15:07,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A754295,,7/18/2017 15:37,7/18/2017 15:37,5516 Ponicana Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Balinese Mix,Lynx Point
A738168,Knox,7/18/2017 17:12,7/18/2017 17:12,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Australian Shepherd,Red Merle/White
A754302,,7/18/2017 17:22,7/18/2017 17:22,5408 Fence Row in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,Black/Tan
A754307,,7/18/2017 17:31,7/18/2017 17:31,13415 Ranch Rd 620 in Austin (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Lynx Point
A754305,,7/18/2017 17:31,7/18/2017 17:31,13415 Ranch Rd 620 in Austin (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Black
A754306,,7/18/2017 17:31,7/18/2017 17:31,13415 Ranch Rd 620 in Austin (TX),Stray,Normal,Cat,Unknown,6 days,Domestic Shorthair Mix,Lynx Point
A754315,*Chester,7/18/2017 17:53,7/18/2017 17:53,7610 Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White
A754254,*Chelsea,7/18/2017 18:10,7/18/2017 18:10,4907 Eastdale Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pointer Mix,Black/White
A752617,Mimi,7/18/2017 18:26,7/18/2017 18:26,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A754321,*Gaston,7/18/2017 18:50,7/18/2017 18:50,West Stassney Lane And Hummingbird Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Rat Terrier Mix,White/Black
A754323,,7/18/2017 22:26,7/18/2017 22:26,1575 Trinity in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A754324,Ziyere,7/19/2017 0:00,7/19/2017 0:00,9120 Northgate in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Belgian Malinois/Treeing Cur,Brown Brindle
A754325,Zariyah,7/19/2017 0:00,7/19/2017 0:00,9120 Northgate in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Belgian Malinois/Treeing Cur,Brown Brindle
A709009,Blacky,7/19/2017 9:35,7/19/2017 9:35,1601 E Slaughter in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,German Shepherd Mix,Black
A751111,*Spitz,7/19/2017 9:35,7/19/2017 9:35,Stassney And Terry in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Dachshund Wirehair Mix,Cream
A754327,,7/19/2017 9:35,7/19/2017 9:35,1601 E Slaughter in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie/Labrador Retriever,Black/White
A754333,Zeus,7/19/2017 11:03,7/19/2017 11:03,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,American Bulldog Mix,White/Brown
A753089,*Houston,7/19/2017 11:07,7/19/2017 11:07,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A754334,Penelope,7/19/2017 11:10,7/19/2017 11:10,2802 Aftonshire Way in Austin (TX),Stray,Normal,Dog,Spayed Female,6 months,American Bulldog Mix,Brown Brindle/White
A594017,Brenda,7/19/2017 11:14,7/19/2017 11:14,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Staffordshire Mix,Brown Brindle/White
A754337,,7/19/2017 11:32,7/19/2017 11:32,4610 South Interstate 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A754338,Jack,7/19/2017 11:42,7/19/2017 11:42,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Black Mouth Cur,Sable
A754318,Buddy,7/19/2017 11:43,7/19/2017 11:43,10815 Ranch Road 2222 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier Mix,Tan/White
A754341,Nova,7/19/2017 11:56,7/19/2017 11:56,7607 Blessing Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Blue/White
A754342,,7/19/2017 12:03,7/19/2017 12:03,1044 Norwood Park Blvd in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Tortie
A754268,Dino,7/19/2017 12:06,7/19/2017 12:06,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Brown
A560146,Eno,7/19/2017 12:08,7/19/2017 12:08,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue Tabby/White
A754340,,7/19/2017 12:10,7/19/2017 12:10,1111 E 11Th St #200 in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Brown
A754343,,7/19/2017 12:21,7/19/2017 12:21,5808 Wellington Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A754344,,7/19/2017 12:21,7/19/2017 12:21,5808 Wellington Drive in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A754347,Old Red,7/19/2017 12:43,7/19/2017 12:43,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Rhod Ridgeback/Labrador Retriever,Red
A754345,,7/19/2017 12:45,7/19/2017 12:45,1705 Frontier Valley Dr in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Miniature Poodle Mix,White/Brown
A754348,,7/19/2017 13:00,7/19/2017 13:00,4501 E. Riverside in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie Mix,Black/White
A754349,Chikis,7/19/2017 13:01,7/19/2017 13:01,1406 Valleyridge Cir in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Black/White
A754350,,7/19/2017 13:08,7/19/2017 13:08,921 St Edwards in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/Gray
A754355,Cota,7/19/2017 13:17,7/19/2017 13:17,10717 Fm 812 Rd in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White
A754363,*Cricket,7/19/2017 14:00,7/19/2017 14:00,1400 East 51St St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A754364,*Grasshopper,7/19/2017 14:00,7/19/2017 14:00,1400 East 51St St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A754362,*Bug,7/19/2017 14:00,7/19/2017 14:00,1400 East 51St St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A754360,Trooper,7/19/2017 14:07,7/19/2017 14:07,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,American Staffordshire Terrier Mix,Blue/White
A754361,*Ripley,7/19/2017 14:12,7/19/2017 14:12,812 And Doyle in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Rottweiler Mix,Black/Tan
A754368,,7/19/2017 14:37,7/19/2017 14:37,Outside Jurisdiction,Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black/White
A754367,,7/19/2017 14:37,7/19/2017 14:37,Outside Jurisdiction,Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange Tabby/White
A740175,Bandit,7/19/2017 14:46,7/19/2017 14:46,South 5Th And Garden Villa in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Black
A754369,Ziggy,7/19/2017 15:07,7/19/2017 15:07,N Platt River Dr And Cool Water Dr in Austin (TX),Stray,Normal,Dog,Unknown,2 years,Rat Terrier Mix,White/Black
A754280,Chewy,7/19/2017 15:11,7/19/2017 15:11,4502 Kind Way in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Black/Brown
A754353,Sara,7/19/2017 15:11,7/19/2017 15:11,4502 Kind Way in Travis (TX),Public Assist,Normal,Dog,Intact Female,2 years,Australian Cattle Dog,Black
A754354,Shelby,7/19/2017 15:11,7/19/2017 15:11,4502 Kind Way in Travis (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog,Black/White
A754352,Han,7/19/2017 15:11,7/19/2017 15:11,4502 Kind Way in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Black/White
A754374,,7/19/2017 15:45,7/19/2017 15:45,10111 Rodriguez Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan/Black
A754372,*Joan,7/19/2017 15:45,7/19/2017 15:45,10111 Rodriguez Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/Black
A754375,,7/19/2017 15:45,7/19/2017 15:45,10111 Rodriguez Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan/Black
A754373,,7/19/2017 15:52,7/19/2017 15:52,4102 Manchaca Rd in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A754380,,7/19/2017 16:33,7/19/2017 16:33,1628 Ohlen Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Boxer Mix,Brown Brindle
A754381,,7/19/2017 18:11,7/19/2017 18:11,6107 Ada Court in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A754382,Mo,7/19/2017 18:41,7/19/2017 18:41,8700 Taylne Chaise in Austin (TX),Stray,Injured,Dog,Neutered Male,7 years,Golden Retriever,Red
A754384,,7/19/2017 23:27,7/19/2017 23:27,701 W Riverside Dr in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A754386,Chica,7/20/2017 0:02,7/20/2017 0:02,Hidden Creek in Travis (TX),Public Assist,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown
A754385,,7/20/2017 0:17,7/20/2017 0:17,Burnet Rd At Shamrock St in Austin (TX),Stray,Injured,Dog,Unknown,2 years,Chihuahua Shorthair Mix,Tricolor
A754400,Pickles,7/20/2017 11:23,7/20/2017 11:23,2100 Wickersham Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Labrador Retriever,Cream/White
A754401,*Henry,7/20/2017 11:43,7/20/2017 11:43,10917 Maha Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A754404,Garfield,7/20/2017 11:53,7/20/2017 11:53,10417 Crescendo Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A754405,Damu,7/20/2017 12:01,7/20/2017 12:01,5315 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Red/White
A754406,*Pogo,7/20/2017 12:07,7/20/2017 12:07,7000 Bethune in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate
A744086,Otto,7/20/2017 12:07,7/20/2017 12:07,7000 Bethune in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees Mix,White
A754407,Aria,7/20/2017 12:08,7/20/2017 12:08,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Catahoula Mix,Blue Merle
A751525,Woody,7/20/2017 12:21,7/20/2017 12:21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Cocker Spaniel/Pembroke Welsh Corgi,Black/Brown
A754413,,7/20/2017 12:42,7/20/2017 12:42,Bluff Springs Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A753148,Crazy Cat,7/20/2017 12:56,7/20/2017 12:56,2219 Manor Rd in Austin (TX),Stray,Normal,Cat,Intact Female,11 years,Domestic Shorthair Mix,Torbie
A732676,*Reza,7/20/2017 13:33,7/20/2017 13:33,1503 Garnaas Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,American Staffordshire Terrier Mix,Brown Brindle/White
A754279,Pongo,7/20/2017 13:54,7/20/2017 13:54,Travis (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Black/White
A754414,*Rhyme,7/20/2017 14:17,7/20/2017 14:17,6705 Cannonleague Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
A754419,Alle,7/20/2017 14:49,7/20/2017 14:49,5100 Hedgewood Dr in Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,13 years,Domestic Longhair Mix,Torbie
A754418,Bella,7/20/2017 14:56,7/20/2017 14:56,2209 Perry Ave in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Beagle Mix,White/Tan
A754417,Oliver,7/20/2017 14:59,7/20/2017 14:59,Johnny Morris Rd And Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Orange Tabby
A753129,Ricky,7/20/2017 15:08,7/20/2017 15:08,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Shih Tzu Mix,White/Gray
A754421,Rousey,7/20/2017 15:16,7/20/2017 15:16,4608 West Gate Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White
A754420,Ruger,7/20/2017 15:23,7/20/2017 15:23,4700 Crest Oak Rd in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Alaskan Husky Mix,Black/White
A754423,,7/20/2017 15:25,7/20/2017 15:25,Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A754422,,7/20/2017 15:25,7/20/2017 15:25,Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White
A754424,,7/20/2017 15:36,7/20/2017 15:36,1332 Lamar Sq in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Blue Tabby/White
A754425,,7/20/2017 15:44,7/20/2017 15:44,2001 Faro Dr in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black
A751374,*Hopper,7/20/2017 16:44,7/20/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Boxer Mix,Black/White
A754428,,7/20/2017 16:44,7/20/2017 16:44,2025 Indepndence Dr in Austin (TX),Wildlife,Injured,Other,Unknown,4 months,Raccoon Mix,Gray
A754429,,7/20/2017 17:02,7/20/2017 17:02,1104 Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,Chocolate/White
A745371,*Breck,7/20/2017 17:04,7/20/2017 17:04,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/Brown
A754432,,7/20/2017 17:15,7/20/2017 17:15,12336 Margo Drive in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A754431,,7/20/2017 17:15,7/20/2017 17:15,12336 Margo Drive in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A754430,,7/20/2017 17:15,7/20/2017 17:15,12336 Margo Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A754433,*Eddy,7/20/2017 17:50,7/20/2017 17:50,6506 Hickman Ave Unit B in Austin (TX),Stray,Injured,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A754434,,7/20/2017 17:52,7/20/2017 17:52,West Oltorf Street And South Fifth Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/White
A749782,*Catalina,7/20/2017 18:05,7/20/2017 18:05,1624 E Howard Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Tan/White
A754435,,7/20/2017 18:08,7/20/2017 18:08,1605 Berene Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A754436,,7/20/2017 18:25,7/20/2017 18:25,323 E 6Th St in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Dove Mix,Gray
A754437,*Java,7/20/2017 18:38,7/20/2017 18:38,11655 Old Lockhart Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Chocolate/White
A734435,Lilly,7/20/2017 18:45,7/20/2017 18:45,W 32Nd St And Guadalupe St in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A754439,,7/20/2017 19:24,7/20/2017 19:24,4701 E. Mlk Blvd in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White
A754440,Maple,7/21/2017 7:18,7/21/2017 7:18,6907 Providence Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Brown/Black
A754441,*Foxy,7/21/2017 10:07,7/21/2017 10:07,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,9 years,Domestic Medium Hair Mix,Blue Tabby
A754442,*Potter,7/21/2017 10:12,7/21/2017 10:12,Austin Colony And Westall in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Tan/White
A754443,,7/21/2017 10:29,7/21/2017 10:29,Austin (TX),Wildlife,Sick,Bird,Unknown,4 weeks,Sparrow Mix,Gray/Black
A754450,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A754451,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A754454,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A754453,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby
A754449,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue
A754452,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue
A754448,,7/21/2017 11:01,7/21/2017 11:01,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A754444,Geegee,7/21/2017 11:04,7/21/2017 11:04,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue
A754446,,7/21/2017 11:04,7/21/2017 11:04,1825 B Kramer Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Boxer Mix,Fawn/White
A754458,Titan,7/21/2017 11:34,7/21/2017 11:34,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Staffordshire Mix,Blue/White
A754459,Dolly,7/21/2017 11:37,7/21/2017 11:37,7613 Bethune in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A754460,,7/21/2017 11:39,7/21/2017 11:39,2424 South Congress Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A754467,,7/21/2017 11:48,7/21/2017 11:48,900 Webberwood Way in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A754471,,7/21/2017 11:48,7/21/2017 11:48,900 Webberwood Way in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A754462,,7/21/2017 11:48,7/21/2017 11:48,900 Webberwood Way in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A754470,,7/21/2017 11:48,7/21/2017 11:48,900 Webberwood Way in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Tan
A754464,,7/21/2017 11:49,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A754463,,7/21/2017 11:49,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A754466,,7/21/2017 11:49,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A754465,,7/21/2017 11:49,7/21/2017 11:49,2602 Willow Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A754484,*Catelyn,7/21/2017 11:55,7/21/2017 11:55,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A754469,Dumbo,7/21/2017 12:06,7/21/2017 12:06,3351 Killingsworth Ln in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,14 years,Chihuahua Shorthair Mix,Black/Brown
A754473,Zailey,7/21/2017 12:14,7/21/2017 12:14,2407 North Mopac Expressway in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Great Dane Mix,Black
A754472,Alkaia,7/21/2017 12:14,7/21/2017 12:14,2407 North Mopac Expressway in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Great Dane Mix,Brown Brindle
A743719,Mercury,7/21/2017 12:32,7/21/2017 12:32,1020 East 45Th Street in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A754474,*Elvis,7/21/2017 12:34,7/21/2017 12:34,5509 Exeter Dr in Austin (TX),Stray,Normal,Bird,Unknown,2 years,Muscovy,Tricolor
A754475,,7/21/2017 12:40,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby
A754479,,7/21/2017 12:40,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby
A754476,,7/21/2017 12:40,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby
A754477,,7/21/2017 12:40,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby
A754478,,7/21/2017 12:40,7/21/2017 12:40,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby
A754480,,7/21/2017 12:49,7/21/2017 12:49,9202 Fm 812 in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Black
A754481,,7/21/2017 12:51,7/21/2017 12:51,5735 Palo Blanco Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie/White
A754482,*Fergie,7/21/2017 12:58,7/21/2017 12:58,124 West Anderson in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A754483,*Flower,7/21/2017 13:05,7/21/2017 13:05,4108 Todd Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black/White
A754485,,7/21/2017 13:23,7/21/2017 13:23,1915 Wells Branch Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Shorthair Mix,Black/White
A471018,Eva,7/21/2017 13:24,7/21/2017 13:24,7132 Highway 71 West in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue
A754487,*Fletcher,7/21/2017 13:29,7/21/2017 13:29,1509 Anise Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A754492,,7/21/2017 13:39,7/21/2017 13:39,17305 Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie Mix,Black/Brown
A754491,Convict,7/21/2017 13:39,7/21/2017 13:39,17305 Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie Mix,Black/White
A754488,,7/21/2017 13:39,7/21/2017 13:39,17305 Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie Mix,Black
A754489,,7/21/2017 13:39,7/21/2017 13:39,17305 Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Miniature Schnauzer Mix,Black
A754497,*Aberdeen,7/21/2017 13:49,7/21/2017 13:49,12403 Mellow Meadow in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby
