Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A761579,Katherine,11/7/2017 11:03,11/7/2017 11:03,8700 Brodie Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Longhair Mix,Black/White
A761581,Lola,11/7/2017 11:22,11/7/2017 11:22,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,13 years,Yorkshire Terrier Mix,Brown/Black
A759516,Rover,11/7/2017 11:32,11/7/2017 11:32,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Border Terrier Mix,Tan
A761596,,11/7/2017 11:53,11/7/2017 11:53,6300 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Dane Mix,White/Gray
A761533,Zeus,11/7/2017 12:01,11/7/2017 12:01,7404 Wildcat Pass in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Gold
A761594,Sadie,11/7/2017 12:03,11/7/2017 12:03,183 And Lakecreek in Austin (TX),Stray,Normal,Dog,Unknown,1 year,German Shepherd Mix,Black/Brown
A760510,Blue,11/7/2017 12:26,11/7/2017 12:26,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Staffordshire Mix,White/Tan
A759906,*Andy,11/7/2017 12:35,11/7/2017 12:35,Manor (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Black
A761611,,11/7/2017 12:39,11/7/2017 12:39,6815 Montana Street in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby
A761615,*Snow,11/7/2017 12:54,11/7/2017 12:54,2301 East St Elmo Road in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Siberian Husky,Red/Tan
A761625,*Alfie,11/7/2017 13:16,11/7/2017 13:16,Jacks Pass in Travis (TX),Public Assist,Normal,Dog,Neutered Male,10 years,Maltese Mix,White/White
A761605,,11/7/2017 13:19,11/7/2017 13:19,12009 Buckingham Gate Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,White
A740064,Ashley,11/7/2017 13:56,11/7/2017 13:56,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Longhair Mix,Calico
A761542,Luna,11/7/2017 14:24,11/7/2017 14:24,Emerald Forest Drive And Austin Highlands in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Border Collie Mix,Black/White
A740680,Peanut,11/7/2017 14:55,11/7/2017 14:55,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan
A761654,Jin Ju,11/7/2017 14:58,11/7/2017 14:58,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,14 years,Jindo,White
A694219,*Ronnie,11/7/2017 15:19,11/7/2017 15:19,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Beagle/Labrador Retriever,White/Tan
A761659,*Matt Damon,11/7/2017 16:13,11/7/2017 16:13,Northeast And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Ibizan Hound Mix,Black/Tan
A761657,,11/7/2017 16:22,11/7/2017 16:22,40 N Ih 35 in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat Mix,Brown
A761674,Penny,11/7/2017 16:50,11/7/2017 16:50,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Longhair Mix,Orange/White
A761673,,11/7/2017 16:50,11/7/2017 16:50,12117 Manchaca in Travis (TX),Stray,Normal,Dog,Intact Male,7 years,Miniature Poodle Mix,White
A757447,Mr Big,11/7/2017 16:50,11/7/2017 16:50,Manchaca Road  And Glen Allen Street in Austin (TX),Stray,Normal,Dog,Intact Male,13 years,Chihuahua Shorthair Mix,Brown
A652550,Rico,11/7/2017 17:10,11/7/2017 17:10,2323 Wells Branch Parkway in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Brown
A761678,Iris,11/7/2017 17:48,11/7/2017 17:48,20409 Crooked Stick in Pflugerville (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Gray Tabby
A761680,Luxray,11/7/2017 17:53,11/7/2017 17:53,Grove Blvd & Hogan Avenue in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/American Bulldog,Black/White
A746003,Roxie,11/7/2017 18:14,11/7/2017 18:14,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Blue Merle
A761684,Tiago,11/7/2017 18:37,11/7/2017 18:37,Fm 2222 And River Place Blouevard in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Boxer/German Shepherd,Brown/White
A761686,*Nori,11/7/2017 18:45,11/7/2017 18:45,Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Border Collie Mix,Black/White
A761687,*Pawstin,11/7/2017 18:45,11/7/2017 18:45,Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Plott Hound/Border Collie,Black/Tan
A761685,Smokey,11/7/2017 18:46,11/7/2017 18:46,9400 Petrichor in Manor (TX),Stray,Normal,Cat,Intact Female,10 years,Domestic Longhair Mix,Brown Tabby/White
A671023,*Murphy,11/7/2017 18:59,11/7/2017 18:59,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,6 years,Australian Cattle Dog Mix,Blue Merle
A726922,Lily,11/7/2017 19:32,11/7/2017 19:32,305 E Yager in Austin (TX),Public Assist,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
A761688,Samwise,11/7/2017 21:12,11/7/2017 21:12,2000 S Ih 35 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Miniature Poodle Mix,Brown
A761689,Agnes,11/8/2017 7:27,11/8/2017 7:27,18208 Great Falls Dr in Manor (TX),Stray,Sick,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue Tabby
A761703,,11/8/2017 10:12,11/8/2017 10:12,7610  Cameron in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A761705,*Woody,11/8/2017 10:17,11/8/2017 10:17,South Oltorf And Durwood Street in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Black/White
A761718,,11/8/2017 11:07,11/8/2017 11:07,5209 Coppermead Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,American Shorthair Mix,Brown Tabby
A761720,,11/8/2017 11:07,11/8/2017 11:07,5209 Coppermead Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,American Shorthair Mix,Black/Black
A761719,,11/8/2017 11:07,11/8/2017 11:07,5209 Coppermead Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,American Shorthair Mix,Black/Black
A761715,,11/8/2017 11:07,11/8/2017 11:07,5209 Coppermead Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A761710,,11/8/2017 11:12,11/8/2017 11:12,6117 Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie,Black/White
A761717,Penelope,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Weimaraner Mix,Brown/Black
A761712,,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Weimaraner Mix,Buff
A761711,,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Weimaraner Mix,Chocolate
A761714,,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Weimaraner Mix,Brown
A761716,,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Weimaraner Mix,Brown
A761713,,11/8/2017 11:14,11/8/2017 11:14,Jollyville Road And Pavillion Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Weimaraner Mix,Brown
A743554,Mouse,11/8/2017 11:33,11/8/2017 11:33,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Tan
A761722,*Mia,11/8/2017 11:33,11/8/2017 11:33,Dove Spring Park in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/Tan
A761721,*Maya,11/8/2017 11:33,11/8/2017 11:33,Dove Spring Park in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,Black Brindle/Brown
A726284,Kosmo,11/8/2017 11:37,11/8/2017 11:37,15416 Sarahs Creek Drive in Pflugerville (TX),Stray,Normal,Dog,Intact Male,2 years,Pomeranian Mix,Tan/Black
A761723,,11/8/2017 11:58,11/8/2017 11:58,Manchaca Rd And East William Cannon in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,American Shorthair Mix,Gray Tabby
A761724,*Harper,11/8/2017 12:14,11/8/2017 12:14,4535 Texas 71 in Del Valle (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A732586,Lil Girl,11/8/2017 12:16,11/8/2017 12:16,Highway 71 And Terry Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,American Bulldog/Pit Bull,Tan/White
A761725,*Oscar,11/8/2017 12:29,11/8/2017 12:29,Highway 183 And Burleson Road in Austin (TX),Stray,Normal,Cat,Intact Male,6 years,Domestic Medium Hair Mix,Orange Tabby
A761726,,11/8/2017 12:36,11/8/2017 12:36,2425 Ashdale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A761727,Sparrow,11/8/2017 12:58,11/8/2017 12:58,900 Broken Feather Trail in Pflugerville (TX),Stray,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,White/Liver
A761728,Lilly,11/8/2017 13:00,11/8/2017 13:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Australian Shepherd,Black/Brown
A761729,Falcon,11/8/2017 13:12,11/8/2017 13:12,3456 North Hills Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A761732,Hermano,11/8/2017 13:31,11/8/2017 13:31,East Martin Luther King Boulevard And Poquito Street in Austin (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,White
A761733,,11/8/2017 13:56,11/8/2017 13:56,East Martin Luther King Boulevard And Poquito Street in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A761734,Talan,11/8/2017 14:04,11/8/2017 14:04,500 East 7Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
A728919,Mikey,11/8/2017 14:22,11/8/2017 14:22,Thrasher Lane And Maxwell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Yorkshire Terrier Mix,Black
A761736,,11/8/2017 14:42,11/8/2017 14:42,1840 Burton Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A761656,Ulysses,11/8/2017 14:58,11/8/2017 14:58,Austin (TX),Public Assist,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A761737,,11/8/2017 15:01,11/8/2017 15:01,3003 Catalina Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,American Shorthair Mix,Gray Tabby/Black
A761740,Nino,11/8/2017 15:29,11/8/2017 15:29,12424 Research in Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Mastiff Mix,Sable/Black
A761741,,11/8/2017 15:40,11/8/2017 15:40,6001 Westcreek Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Squirrel,Brown
A761742,,11/8/2017 15:48,11/8/2017 15:48,10000 Research Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,American Shorthair Mix,White/Black
A761535,Flaca Chica,11/8/2017 16:19,11/8/2017 16:19,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever/Rottweiler,Black
A761745,*Winston,11/8/2017 16:37,11/8/2017 16:37,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black Brindle/White
A744057,*Hyatt,11/8/2017 16:56,11/8/2017 16:56,W Anderson Ln And Georgian in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A761730,,11/8/2017 17:01,11/8/2017 17:01,Austin (TX),Public Assist,Sick,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A761751,Marshmellow,11/8/2017 17:02,11/8/2017 17:02,North Pleasant Valley Road And Castro Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Black
A761752,,11/8/2017 17:10,11/8/2017 17:10,Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Siamese Mix,Lynx Point
A732061,*Otto,11/8/2017 17:21,11/8/2017 17:21,Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
A761758,,11/8/2017 18:22,11/8/2017 18:22,Willow Street And Perdanales Street in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray Tabby/White
A761759,,11/8/2017 18:37,11/8/2017 18:37,1720 Bunche Road in Austin (TX),Stray,Normal,Cat,Unknown,8 months,Domestic Shorthair Mix,Orange Tabby/White
A761484,Cora,11/8/2017 18:49,11/8/2017 18:49,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Black/White
A759097,Kash,11/8/2017 23:55,11/8/2017 23:55,Airport Blvd At Oak Springs in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Buff
A761760,Bevo,11/9/2017 9:17,11/9/2017 9:17,13412 Guarnere in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White
A761766,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761761,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761765,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761764,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761762,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761767,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761763,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A761768,,11/9/2017 10:19,11/9/2017 10:19,Del Valle (TX),Stray,Normal,Dog,Unknown,0 years,Cairn Terrier Mix,Tan
A760425,*Eleven,11/9/2017 11:17,11/9/2017 11:17,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Siberian Husky/German Shepherd,Black/White
A753618,Freddie,11/9/2017 11:45,11/9/2017 11:45,51St Street And Berkman in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Brown
A761774,,11/9/2017 11:52,11/9/2017 11:52,14420 Bois D Arc in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A761775,,11/9/2017 12:04,11/9/2017 12:04,5319 Presidio Road in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black
A761776,Sparkle,11/9/2017 12:09,11/9/2017 12:09,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,11 months,Anatol Shepherd Mix,Tan/White
A761779,Tiny B,11/9/2017 13:01,11/9/2017 13:01,Atterbury Lane And Shropshire in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Australian Cattle Dog Mix,White/Tan
A761780,,11/9/2017 13:09,11/9/2017 13:09,13512 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black/Brown
A761788,,11/9/2017 13:25,11/9/2017 13:25,Riverside Drive And South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A761785,Levi,11/9/2017 13:45,11/9/2017 13:45,Arboretum Boulevard in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,American Shorthair Mix,Black Tabby/Gray
A761786,,11/9/2017 13:58,11/9/2017 13:58,400 Las Lomas Drive in West Lake Hills (TX),Stray,Normal,Other,Unknown,1 year,Lizard Mix,Tricolor
A761787,*Crosby,11/9/2017 14:07,11/9/2017 14:07,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull/Basset Hound,Brown/White
A761789,,11/9/2017 14:17,11/9/2017 14:17,Berkman Drive And Briarcliff Drive in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Boston Terrier Mix,Black/White
A761791,,11/9/2017 14:33,11/9/2017 14:33,511 East 46Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A761793,,11/9/2017 14:33,11/9/2017 14:33,511 East 46Th Street in Austin (TX),Stray,Normal,Cat,Unknown,8 months,Domestic Shorthair Mix,Cream Tabby/White
A761792,Voler,11/9/2017 14:43,11/9/2017 14:43,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Bichon Frise/Miniature Poodle,White
A761794,Coco,11/9/2017 15:10,11/9/2017 15:10,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black
A761795,Ruby,11/9/2017 15:10,11/9/2017 15:10,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Labrador Retriever,Black
A732147,Duke,11/9/2017 15:21,11/9/2017 15:21,West Anderson Lane And Georgian Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black
A759793,*Bootsy,11/9/2017 15:32,11/9/2017 15:32,Del Valle (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A761796,*Chestnut,11/9/2017 15:46,11/9/2017 15:46,West Anderson Lane And Georgian Drive in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Redbone Hound Mix,Red/Red
A565536,Sahara,11/9/2017 16:44,11/9/2017 16:44,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Longhair Mix,Brown Tabby
A761799,*Reeses,11/9/2017 16:50,11/9/2017 16:50,8027 Birmingham Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A761800,Nelson,11/9/2017 17:14,11/9/2017 17:14,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,Chocolate/White
A761802,,11/9/2017 17:14,11/9/2017 17:14,1617 North Interstate 35 Frontage Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Black/White
A761808,Mary,11/9/2017 18:20,11/9/2017 18:20,Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Gray/White
A761812,Katelynn,11/9/2017 21:38,11/9/2017 21:38,7109 South Brook Dr in Austin (TX),Public Assist,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Orange/White
A761811,Erin,11/9/2017 21:38,11/9/2017 21:38,7109 South Brook Dr in Austin (TX),Public Assist,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Orange Tabby/White
A740458,Marshmallow,11/10/2017 10:58,11/10/2017 10:58,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Pit Bull,Blue/White
A761823,*Turkey,11/10/2017 11:05,11/10/2017 11:05,1209 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue Tabby
A761824,*Corn Bread,11/10/2017 11:05,11/10/2017 11:05,1209 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A761826,*Sweetpotato,11/10/2017 11:05,11/10/2017 11:05,1209 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A761827,*Pumpkin Pie,11/10/2017 11:05,11/10/2017 11:05,1209 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A761825,*Cranberry,11/10/2017 11:05,11/10/2017 11:05,1209 East 52Nd Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A761828,,11/10/2017 11:27,11/10/2017 11:27,Stassney And South 1St in Austin (TX),Stray,Other,Dog,Intact Male,12 years,Golden Retriever,Red
A761829,,11/10/2017 11:36,11/10/2017 11:36,1840 Burton Drive in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black Tabby
A761830,*Martina,11/10/2017 11:45,11/10/2017 11:45,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue
A761831,,11/10/2017 12:14,11/10/2017 12:14,10560 Bilbrook Place in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Shorthair Mix,White
A705031,Bobby,11/10/2017 12:45,11/10/2017 12:45,600 Barwood Park in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A761833,,11/10/2017 12:53,11/10/2017 12:53,422 Guadalupe St in Austin (TX),Wildlife,Injured,Bird,Unknown,1 year,Pigeon Mix,Gray
A761835,*Molly,11/10/2017 12:58,11/10/2017 12:58,12336 N Mopac Blvd in Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White
A761838,Tiny,11/10/2017 13:06,11/10/2017 13:06,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A761839,Meow-Meow,11/10/2017 13:06,11/10/2017 13:06,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue Tabby
A740698,Biggie,11/10/2017 13:13,11/10/2017 13:13,14925 Swiss Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A761842,Bubba,11/10/2017 13:41,11/10/2017 13:41,5701 Mopac Expressway in Austin (TX),Stray,Aged,Cat,Neutered Male,16 years,Domestic Shorthair Mix,Brown Tabby
A761847,Jack,11/10/2017 14:15,11/10/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby/White
A761846,Lily,11/10/2017 14:15,11/10/2017 14:15,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Siamese Mix,Tortie Point
A761848,Keno,11/10/2017 14:18,11/10/2017 14:18,12118 Walnut Park Crossing in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
A761849,,11/10/2017 14:36,11/10/2017 14:36,5804 Jacqueline in Travis (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico/Gray Tabby
A761374,Leo,11/10/2017 14:55,11/10/2017 14:55,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A761850,*Benny,11/10/2017 15:08,11/10/2017 15:08,2100 Citation Drive in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A761852,Luna,11/10/2017 15:28,11/10/2017 15:28,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A761851,,11/10/2017 15:30,11/10/2017 15:30,10507 Little Pebble Dr Unit A in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Brown
A761856,Spanky,11/10/2017 15:31,11/10/2017 15:31,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Black/Brown
A761854,Godiva,11/10/2017 15:40,11/10/2017 15:40,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A761853,Mia,11/10/2017 15:40,11/10/2017 15:40,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,White/Brown Tabby
A761857,,11/10/2017 16:02,11/10/2017 16:02,1016 Camino La Costa in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Black
A761859,,11/10/2017 16:22,11/10/2017 16:22,15708 Opal Fire Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A761858,,11/10/2017 16:22,11/10/2017 16:22,15708 Opal Fire Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A738810,*Pablo,11/10/2017 16:30,11/10/2017 16:30,7112 Derby Downs Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Terrier Mix,Cream
A746880,Harley,11/10/2017 16:40,11/10/2017 16:40,Airport Blvd & Springdale Rd in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Labrador Retriever Mix,Chocolate/White
A761860,Jaxon,11/10/2017 16:47,11/10/2017 16:47,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Plott Hound Mix,Brown Brindle
A761861,Hersey,11/10/2017 17:08,11/10/2017 17:08,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A761862,Artie,11/10/2017 17:08,11/10/2017 17:08,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A761863,*Watson,11/10/2017 17:18,11/10/2017 17:18,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A761865,*Pongo,11/10/2017 17:23,11/10/2017 17:23,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dalmatian Mix,White/Black
A761871,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A761870,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Brown Tabby
A761867,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A761872,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A761866,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A761868,,11/10/2017 17:31,11/10/2017 17:31,815 Christopher Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
